0;-;3;5;
1;62 δένδρα;22;0;
2;49 δένδρα;20;0;
3;45 δένδρα;21;0;
4;15 δένδρα;19;0;
5;6 δένδρα;26;0;
6;9 δένδρα;14;0;
7;48 δένδρα;23;0;
8;44 δένδρα;15;0;
9;53 δένδρα;17;0;
10;6 δένδρα;18;0;
11;18 δένδρα;16;0;
12;52 δένδρα;13;0;
13;43 δένδρα;11;0;
14;10 δένδρα;12;0;
15;24 δένδρα;5;0;
16;13 δένδρα;4;0;
17;11 δένδρα;10;0;
18;17 δένδρα;8;0;
19;16 δένδρα;6;0;
20;86 δένδρα;9;0;
21;4 δένδρα;7;0;
22;98 δένδρα;25;0;
23;161 δένδρα;27;0;
24;37 δένδρα;24;0;
25;-;3;3;
26;-;26;3;
